FTSE,HAN,NIK,SP
0.003132608,0.018769361,0.003223646,-0.013279597
-0.0219896,-0.041265716,0.002128783,-0.027297608
0.026215093,-0.000434129,0.015434662,-0.007767645
0.00306191,-0.002078535,0.001099675,0.009542548
0.00576343,-0.004662752,2.94183E-06,0.049697997
0.005447024,0.036193617,-0.004145677,0.017948866
0.018161892,0.034136865,0.012182732,0.010733294
-0.010773102,0.001539794,-0.018849452,0.004399127
-0.008617698,-0.020748284,-0.006680628,-0.017123205
0.001653947,0.033161032,-0.001729184,0.003830576
0.007385662,0.002677681,-0.002993806,-0.009975329
0.017745623,-0.017386182,0.001926519,0.002521695
0.017209929,-0.012049889,0.011693994,-0.028170877
-0.021316332,0.010228053,-0.004292389,0.03914745
0.042453655,-0.042969351,0.028167508,-0.041435781
0.015739356,0.005906427,0.011049858,-0.004323959
-0.012200625,-0.029081513,-0.001148819,0.001379575
0.01885239,-0.030819769,0.006430363,0.001492395
0.022536406,0.032742302,-0.005455201,0.016496705
-0.006204601,-0.017405082,-0.012156723,0.012855665
0.015481888,-0.02017746,-0.005828976,0.003151244
-0.000461826,0.007272014,0.000455963,-0.004005643
0.003981481,-0.013285123,0.005341683,0.010278495
0.004465504,0.054121649,0.025773912,0.007767883
-0.013287979,0.014993659,0.000345708,0.010854086
-0.016422407,0.007771577,-0.004042039,0.015796872
-0.008226954,-0.001073118,-0.003767296,-0.008279256
-0.041189693,-0.009570852,0.009492352,-0.020746956
-0.02219326,-0.006252618,0.003437138,-0.035412804
-0.00373953,0.025679563,0.000875773,0.019444327
-0.000879202,0.009692214,0.007184015,0.017321236
0.019983249,0.011582347,0.012051577,0.016056014
-0.000136144,-0.018078792,0.020040399,-0.010190895
-0.005050401,-0.003408424,0.016949147,0.007490672
0.028464792,0.023774323,0.010780552,-0.001082134
0.042572545,0.014867932,0.011742437,0.008445541
0.013713584,0.048389377,0.007492375,0.009190717
-0.010743957,0.014010949,-0.028894739,0.015900711
0.014759019,-0.004234765,-0.022138386,0.009067757
0.027947081,0.053746381,-0.002502645,0.027124123
-0.020917833,0.047546219,0.011085188,0.005237196
-0.01621228,-0.034575759,0.003031785,-0.014876558
-0.040972953,0.019382859,-0.003921154,-0.01138182
0.025435198,-0.040172342,-0.039010454,-0.013148523
-0.012875068,0.007080407,-0.032489699,0.023986422
-0.00395163,0.012108243,-0.036194433,0.008768571
-0.016937658,-0.019195236,-0.030747858,-0.021051258
-0.00190472,-0.001341015,-0.048931757,0.006382562
-0.011191235,-0.013616944,0.014705418,0.013218222
-0.00188493,0.022538511,-0.094553547,0.009240191
0.010812365,0.033398292,0.03446383,0.0269261
0.010476855,-0.014458866,-0.006516368,-0.000716519
-0.018821578,0.011651595,0.010722145,0.00399942
-0.007240705,0.039083934,0.020399114,-0.007687835
-0.004342523,-0.010592388,0.025262452,0.037483531
-0.02883555,-0.076031708,0.032492368,0.005215054
-0.002663117,-0.09214873,0.006513168,0.004314799
0.011720519,-0.209765238,0.023033832,0.019862577
0.026645128,0.067698053,0.000826961,-0.009588567
0.029413233,-0.046421601,-0.01781073,-0.010398815
0.025295949,-0.012152754,-0.008812098,0.016494517
0.005314074,0.045972601,0.00698724,-0.015995391
0.019648812,0.05255363,0.004112814,0.028197733
-0.014194138,0.027701434,-0.004687675,0.017790534
0.000927292,-0.023062381,0.02307735,0.006886548
-0.007654771,0.036992621,-0.041607635,0.018435728
0.006347884,0.017074812,-0.027609372,0.007522313
0.007062117,0.003264171,-0.078522634,-0.003696221
-0.018261487,-0.044414343,-0.014023938,-0.002781159
-0.002135293,-0.006361934,-0.108923963,0.017114101
-0.044407069,0.02841809,-0.012618293,-0.00402921
0.000804146,0.005617297,-0.033345863,-0.010882503
-0.061895357,0.014956227,0.046171585,0.002919373
0.0098332,0.030456509,-0.060905607,-0.003962005
0.012296482,0.029717311,-0.064208785,0.03373347
-0.004517624,0.0047803,0.026554548,0.00014007
-0.036362458,-0.065961772,0.027867893,-0.043599034
-0.03237038,0.029260871,0.015384279,0.002162921
0.042580448,0.005556102,0.041762265,-0.003802842
0.007256787,0.003444137,0.012670982,-0.008979232
-0.009367302,0.022566018,-0.069598781,0.007043009
0.00292475,0.006643594,0.018432701,0.004014952
-0.018555739,-0.021764138,-0.047938327,0.004930646
0.00428287,0.001782904,0.010328651,0.014303502
-0.006382327,0.034042547,-0.038024719,0.011977899
0.038496713,0.005821359,0.078219881,-0.028495725
0.008429779,0.020960659,0.035905592,0.017263495
0.003863255,-0.024372445,-0.040577017,0.02812628
0.001995592,0.003240951,-0.039200586,-0.032435888
0.010056363,-0.040255558,-0.023191841,-0.028948583
-0.010241832,0.000562488,0.026704714,-0.021388947
-0.013162998,-0.001739292,0.015476514,-0.003579341
0.000281875,0.033341842,0.022906876,0.014091327
-0.035378229,0.008937442,0.048385623,-0.005227121
0.012381064,-0.002846828,0.041274105,-0.013158085
0.034068164,0.030861115,-0.003998243,0.012796584
0.019414512,-0.008686047,0.011004501,0.015130963
0.032719272,-0.015572798,0.001338225,-0.000237452
0.012706651,0.015733389,0.001173874,0.00848352
0.022089641,0.021556798,-0.013118124,0.006630118
0.046514208,-0.010020952,0.025544121,-0.002664365
-0.004767638,-0.00030401,-0.019273373,0.002430419
-0.002863339,0.030729274,0.026725357,-0.003515766
0.009539801,-0.011125264,-0.024392615,-0.025835699
0.021872172,-0.020354297,0.006012603,0.007351761
-0.000119097,-0.005250833,-0.006788439,0.024745114
0.010348052,0.002247436,-0.01869607,0.031974713
-0.022450531,0.02657588,-0.016548626,0.014832949
0.008004846,0.01801196,0.003802019,0.00436021
0.005922234,0.0285001,-0.008106378,0.011297687
-0.025771105,0.003979476,-0.032425721,-0.000164415
0.002720759,0.015344103,-0.020047933,-0.016022442
0.010889839,0.015364952,-0.009646428,-0.011088823
0.011407271,0.023773826,-0.016670358,0.014036299
-0.000515699,0.022762658,-0.010847348,0.002966497
-0.014105846,0.025071551,-0.002624401,0.008243206
-0.019341548,-0.002198947,0.010214901,-0.01977023
0.004421344,-0.014851801,0.034727695,-0.004406344
0.024332886,-0.097767473,-0.017976393,-0.049500644
0.020752708,0.01034191,-0.012646417,0.00504121
0.007662873,-0.072862062,-0.059064495,-0.071640866
0.003095139,0.02043991,-0.019690959,0.023848557
0.003355125,0.007840665,0.035486838,0.000616732
0.004379401,0.021271061,0.004547135,-0.005719336
-0.002648398,-0.040784556,0.035487984,-0.018588012
0.00853414,-0.070244454,0.011073315,-0.037130669
0.015277865,0.029715248,0.033273055,0.020569781
-0.014363718,0.003438563,0.004508774,-0.035996629
-0.016506459,0.029544505,-0.006169221,-0.005441055
0.005481158,0.027845589,0.018939151,0.045283842
0.017703629,-0.016947086,0.007281508,-0.027896717
-0.022991277,-0.01203146,-0.009289172,0.00659008
-0.001975558,0.017320095,-0.013585495,0.045952434
-0.006964873,0.002272245,-0.051101831,-0.013733069
0.006227882,-0.009089987,-0.009814443,0.006056992
-0.01678673,0.026383494,-0.013314039,0.036956063
0.004841862,0.030373202,-0.052829952,0.000818046
-0.029449639,-0.02477614,0.051084231,3.02851E-05
-0.010203133,-0.007320532,-0.007484,0.001966569
-0.009730539,-0.009720559,0.011237459,-0.013388303
-0.018152039,-0.00123454,-0.042257006,-0.046909563
0.013934891,-0.014502193,-0.011129839,0.014912809
-0.012171888,0.035032499,-0.00801284,0.043448772
0.044579396,0.035128364,0.026520176,0.031889697
-0.010483544,0.050135759,-0.018158184,0.049109985
0.027978325,0.013927391,-0.043808775,0.030122345
-0.005969459,0.02302841,0.035564273,-0.010570001
0.007387396,0.005890138,-0.012213424,0.007095325
0.002515823,0.0375848,-0.02462043,0.022665002
-0.009229378,-0.003529346,-0.041031664,-0.004262467
0.005137945,0.013372906,0.023129683,-0.017913178
0.011094455,0.002280608,-0.0848254,0.019993401
-0.002576416,0.047057423,-0.078696372,0.009518957
-0.014171234,-0.024082803,0.043993549,-0.015397398
-0.023140733,-0.02427835,-0.063774494,0.045319437
8.11425E-05,-0.02241362,0.04006062,-0.019891759
-0.023105573,0.007169223,0.019842452,-0.006474041
-0.006414283,0.031597567,0.048575839,-0.004691627
0.098223289,0.01111522,-0.00500168,-0.02661184
-0.012347718,0.009697685,-0.046716912,0.020463682
0.021659579,-0.054020038,0.020334352,0.017392201
0.012603642,0.017667299,-0.024815677,0.005990537
0.008045511,-0.0169752,-0.07591362,-0.022160699
-0.003166191,-0.000488005,-0.036669106,-0.004150377
-0.004916376,0.002344105,0.029300944,-0.009374901
-0.006580561,0.043587959,0.016716395,0.004671651
-0.016852007,0.02719386,0.03064909,0.006434668
-0.014404681,0.015573156,-0.096524628,0.01437429
-0.025649428,0.016596074,-0.029116324,-0.006685819
-0.015398693,-0.004774621,0.057139203,0.023929643
-0.008577522,0.012819084,-0.078711034,0.007066078
0.005565653,0.00434873,-0.008363819,-0.001691311
-0.040421563,-0.054234215,0.121390597,0.00176812
0.014715929,0.026677374,0.061319488,0.015370652
-0.012666019,0.009608091,0.070666503,-0.016959255
-0.038208187,-0.009913067,-0.050572627,-0.01259274
0.02588753,-0.016892873,0.018661545,0.004792569
-0.033777547,0.000376806,-0.04953902,-0.000155075
0.012179359,0.040216268,-0.016652554,0.003560651
0.006249347,0.003516644,0.013483577,-0.029960676
0.021591217,-0.010512875,-0.011744764,0.041586034
0.081597232,-0.003071337,-0.004274204,-0.012449888
-0.01071404,-0.000333274,-0.000188084,0.012857137
-0.014161693,0.037479932,-0.044763317,-0.007638012
0.022625577,0.01585752,0.027840583,0.01889868
0.027202658,-0.009320995,0.030704111,-0.048673163
0.001774891,-0.005164541,0.005284242,-0.005244489
0.015462392,-0.004246556,0.000720692,0.009304606
0.001892921,-0.015586077,-0.00793142,-0.006255217
0.002666273,0.019442539,0.024141189,0.015187238
0.002068864,0.003605553,-0.044248517,0.040500675
0.019914062,0.024634671,-0.008429545,0.043513883
-0.00485966,0.009343438,-0.015914072,0.002418613
-0.0065287,0.010318508,-0.000468086,0.006365728
0.034030837,0.037629616,-3.02848E-05,-0.006293977
0.001802152,0.004474977,0.042242503,-0.018806305
-0.00229743,0.02184607,-0.007701732,0.008493341
-0.028971926,0.012832304,-0.004707991,0.007918498
0.001237714,-0.001423115,-0.012463865,-0.021493697
0.030031641,0.014497529,0.003267482,0.017217312
0.014475482,0.032783028,0.057903594,-0.014599862
-0.020175722,0.010332948,0.017470471,-0.013032544
-0.000852515,0.005996813,0.015144432,0.012592704
0.00106553,0.003203714,0.007600029,-0.003991826
0.03543156,-0.028563935,0.064455314,-0.008105988
0.012969732,-0.016920488,0.034894743,-0.024364883
-0.022851882,0.03231074,-0.037733978,0.05373897
-0.010190506,0.039890735,0.033888453,-0.015664473
0.00630741,0.032866719,0.007822338,0.005378254
-0.019857515,0.039990306,-0.011435877,0.011510606
0.007061927,0.031177702,0.024964484,-0.000816091
0.009629432,-0.000727954,-0.009824621,-0.002548568
-0.025517981,0.055595122,-0.005644243,-0.007781952
-0.000286031,-0.00748019,-0.033247079,0.005854194
0.022732671,-0.020054424,-0.02081053,-0.017862833
-0.01447081,-0.012146132,0.00498843,-0.012328602
0.009600187,0.02017633,0.006648092,0.003895352
0.005639343,0.028025067,0.020996371,0.022162997
0.001361281,-0.025229413,-0.002894083,-0.00631714
0.005600112,0.023713941,-0.01259485,0.016486148
0.006120669,-0.018955898,0.033130605,-0.014903118
-0.00024135,-0.025810918,0.011400527,0.027127306
-0.017988412,-0.002743936,0.001956838,-9.47396E-05
-0.005633223,0.006475894,-0.012192051,-0.010500471
-0.006446608,-0.045009045,0.020825471,0.000980897
0.02460507,-0.025522029,-0.001677036,-0.011254177
0.019604095,0.04560392,0.001414036,0.010751887
0.021791897,-0.001301756,-0.037607773,-0.003883314
0.022205955,-0.016524849,-0.004830076,0.008513946
0.00182031,0.014016026,0.020841779,-0.005923396
0.001914249,-0.036944569,-0.022786648,0.000862028
-0.01624086,0.015069054,0.006715464,-0.032969351
-0.015270513,0.03821873,-0.016727288,0.012585894
0.00603647,0.065661901,-0.02333302,0.015272284
0.007486453,-0.01198441,-0.067194921,0.010672511
0.02306452,0.031866561,-0.000717629,-0.007214211
-0.006438381,0.015165736,-0.059239818,0.012129159
0.024178693,-0.093578117,0.003404267,0.001538371
-0.000633854,0.011933646,-0.036715403,0.014882205
0.00253301,-0.08953576,0.057738606,0.001629651
-0.020381488,-0.013468843,-0.002485196,0.013309807
0.006914878,0.014264956,-0.010007063,-0.009525309
-0.017067909,-0.018254738,0.029181506,0.017253888
0.052707266,0.027797389,0.055261348,-0.000478442
0.013578066,0.021490601,0.012979231,-0.009847333
0.000427077,0.033802263,0.005176344,-0.003434964
0.023182891,0.016864165,0.056469415,0.000784857
0.031186064,0.010640784,-0.020386619,0.010855328
-0.024207462,-0.039331496,-0.040591799,0.020558727
-0.002132955,0.021609401,0.015092251,-0.002171408
0.030117215,0.042262397,0.020618538,-0.029404185
-0.011286148,0.014713498,0.004770124,0.017319719
0.024209106,0.04106225,0.04140044,0.026015616
-0.026248377,0.00801855,-0.035223734,0.008472482
-0.003330026,-0.085234974,-0.020353412,-0.017753188
-0.022428303,0.04172325,0.006971076,-0.000535487
-0.028469298,0.028042358,0.018295081,0.008002354
-0.000431114,-0.016915204,-0.008924368,-0.019991721
-0.001171105,0.077772005,-0.007726616,0.013305259
-0.027384413,-0.003149404,0.021113502,-0.011274481
-0.02013609,0.018518763,0.000129023,-0.01272631
0.012564635,-0.009555436,0.025035387,0.014730477
0.004556107,0.025054937,0.018673143,0.000629695
-0.015214656,0.012950932,0.009870798,0.006208207
0.016548879,0.035429777,0.000987662,0.013030006
-0.025562038,-0.003747291,-0.033522884,0.00090379
0.019352321,-0.008570911,-0.004886241,-0.01794119
-0.004482159,0.006191758,0.00720168,0.003694544
-0.031221985,-0.033716854,-0.004305142,-0.009521529
-0.029837916,0.005174451,0.011633393,0.016426096
0.035614558,0.005874856,-0.031457218,-0.017238718
0.002498358,-0.026335513,0.024308309,0.016239396
-0.028439198,-0.016747906,0.006643025,-0.006464147
-0.004774248,0.009201713,0.002611385,2.23621E-05
0.000135754,0.03710988,-0.01514248,0.003014303
0.019691496,0.026641469,0.005684489,0.004271419
0.023642696,0.027261619,-0.029753503,0.012311242
0.001655979,-0.03985136,-0.005228439,0.008928533
0.02502253,0.037364462,-0.001708339,0.006541917
0.002086166,0.008573375,-0.019180655,-0.014133743
0.007330189,-0.0156814,0.012427836,0.010781482
0.004659535,-0.001318843,0.016976272,-0.011767405
0.014280425,0.009607526,-0.011054056,0.008534281
-0.014686099,0.06293109,-0.006185521,0.001368301
-0.039504158,0.030782624,0.000217738,0.001626493
-0.021331167,0.070958872,-0.016683165,0.009875452
0.007896299,4.49287E-05,-0.006053123,-0.003137493
-0.027491306,0.049191224,-0.017960929,-0.003428094
0.047624902,-0.002855837,0.005921895,0.001510672
-0.012887069,0.019280116,0.00515611,0.002347798
-0.020097365,-0.028694359,-0.012740517,-0.005284912
0.026772631,0.001727225,0.021383459,-0.001017041
0.005921485,0.052231742,0.016657224,0.009480991
0.015017653,0.019805181,0.000940798,-0.009589247
-0.038553528,0.073891334,-0.006911133,0.011795737
0.017646843,0.066982252,-0.016773417,0.006951729
-0.02261374,0.060757726,-0.056930867,-0.006459682
-0.010645676,-0.127294615,0.031439256,0.014059612
0.029683224,0.058929709,-0.024263864,0.000274126
0.008238508,-0.010921875,-0.016496498,-0.002321901
-0.014380311,0.047457375,0.006407641,0.018425982
-0.000721193,-0.024203161,-0.085750105,-0.019335102
0.001802009,-0.078625221,0.000156438,4.2303E-05
-0.024085576,0.012044746,0.00273491,-0.004451612
0.011701109,-0.08586197,-0.046796423,-0.012570983
0.018129171,0.034522708,0.03435345,0.004829009
0.000780818,-0.050526691,-0.0357603,0.005040161
-0.018181126,-0.026591595,0.028699901,-0.001876413
0.00716092,-0.024958322,0.001904588,-0.050312003
-0.016276692,0.000227439,0.027132697,0.005595359
0.018182018,0.054726957,,-0.004003092
0.029969754,-0.056168276,,-0.009682362
0.000827762,-0.011755178,,0.022175148
0.015128595,-0.085142422,,-0.000332009
0.006125019,0.062156196,,-0.022907149
-0.012445497,0.062086651,,0.027258776
0.017541841,0.004708923,,0.005824
,-0.000977228,,0.002822852
,-0.023495955,,-0.001246324
,-0.015364144,,0.007737025
,-0.030255781,,-0.016460917
,-0.027007176,,-0.012123783
,-0.021689941,,-0.003356609
,0.043283044,,0.005810981
,0.039955964,,0.006375462
,0.02295405,,0.002145615
,0.019350648,,0.019452929
,0.003352435,,-0.002516925
,-0.008362938,,0.010524479
,-0.031881622,,0.008263802
,0.072098945,,0.01370015
,0.023536985,,-0.00953002
,-0.031930125,,-0.004660624
,-0.002201194,,-0.015780862
,-0.013450186,,0.007233344
,-0.041616486,,-0.02458935
,0.024853236,,0.026008278
,-0.022522211,,0.010280614
,-0.007281766,,-0.016443895
,0.021313667,,0.00839509
,-0.004908469,,-0.002339233
,0.01966194,,0.000429627
,-0.111983336,,-0.034277836
,-0.01288225,,0.00832213
,-0.023635739,,-0.005436958
,-0.033342877,,0.008254295
,0.040940477,,0.010146821
,-0.007631463,,0.002716005
,-0.047202148,,-0.000325531
,-0.064717312,,0.002081572
,0.031614267,,0.017265133
,-0.052393408,,-0.004844485
,0.013979164,,0.006312398
,0.077562117,,0.022678806
,0.020989711,,0.006937785
,-0.024216152,,0.001093223
,0.047853693,,0.001194989
,-0.045237408,,-0.005181733
,0.053429664,,0.017928318
,0.017055916,,0.007675598
,0.025942972,,0.014918328
,-0.027964025,,0.004857795
,0.002089213,,0.003159747
,0.008445159,,-0.004446252
,-0.035120743,,0.015212857
